ID,Label
train_00000_m.png,0
train_00001_m.png,1
train_00002_m.png,1
train_00003_m.png,5
train_00004_m.png,5
train_00005_m.png,5
train_00006_m.png,3
train_00007_m.png,0
train_00008_m.png,3
train_00009_m.png,5
train_00010_m.png,3
train_00011_m.png,5
train_00012_m.png,3
train_00013_m.png,3
train_00014_m.png,1
train_00015_m.png,1
train_00016_m.png,1
train_00017_m.png,1
train_00018_m.png,5
train_00019_m.png,1
train_00020_m.png,1
train_00021_m.png,1
train_00022_m.png,0
train_00023_m.png,5
train_00024_m.png,3
train_00025_m.png,1
train_00026_m.png,5
train_00027_m.png,5
train_00028_m.png,4
train_00029_m.png,5
train_00030_m.png,5
train_00031_m.png,0
train_00032_m.png,0
train_00033_m.png,4
train_00034_m.png,3
train_00035_m.png,1
train_00036_m.png,1
train_00037_m.png,0
train_00038_m.png,0
train_00039_m.png,1
train_00040_m.png,1
train_00041_m.png,5
train_00042_m.png,1
train_00043_m.png,5
train_00044_m.png,5
train_00045_m.png,5
train_00046_m.png,3
train_00047_m.png,1
train_00048_m.png,1
train_00049_m.png,1
train_00050_m.png,4
train_00051_m.png,0
train_00052_m.png,3
train_00053_m.png,3
train_00054_m.png,5
train_00055_m.png,0
train_00056_m.png,1
train_00057_m.png,0
train_00058_m.png,5
train_00059_m.png,5
train_00060_m.png,5
train_00061_m.png,5
train_00062_m.png,3
train_00063_m.png,5
train_00064_m.png,0
train_00065_m.png,0
train_00066_m.png,1
train_00067_m.png,0
train_00068_m.png,3
train_00069_m.png,5
train_00070_m.png,5
train_00071_m.png,0
train_00072_m.png,1
train_00073_m.png,5
train_00074_m.png,0
train_00075_m.png,5
train_00076_m.png,3
train_00077_m.png,4
train_00078_m.png,5
train_00079_m.png,1
train_00080_m.png,0
train_00081_m.png,5
train_00082_m.png,0
train_00083_m.png,1
train_00084_m.png,0
train_00085_m.png,1
train_00086_m.png,0
train_00087_m.png,5
train_00088_m.png,3
train_00089_m.png,0
train_00090_m.png,5
train_00091_m.png,5
train_00092_m.png,5
train_00093_m.png,0
train_00094_m.png,0
train_00095_m.png,0
train_00096_m.png,1
train_00097_m.png,0
train_00098_m.png,5
train_00099_m.png,3
train_00100_m.png,3
train_00101_m.png,0
train_00102_m.png,0
train_00103_m.png,0
train_00104_m.png,4
train_00105_m.png,0
train_00106_m.png,0
train_00107_m.png,5
train_00108_m.png,0
train_00109_m.png,0
train_00110_m.png,0
train_00111_m.png,4
train_00112_m.png,1
train_00113_m.png,5
train_00114_m.png,3
train_00115_m.png,0
train_00116_m.png,0
train_00117_m.png,0
train_00118_m.png,2
train_00119_m.png,0
train_00120_m.png,3
train_00121_m.png,5
train_00122_m.png,1
train_00123_m.png,5
train_00124_m.png,1
train_00125_m.png,2
train_00126_m.png,1
train_00127_m.png,3
train_00128_m.png,2
train_00129_m.png,5
train_00130_m.png,1
train_00131_m.png,0
train_00132_m.png,4
train_00133_m.png,4
train_00134_m.png,1
train_00135_m.png,4
train_00136_m.png,0
train_00137_m.png,2
train_00138_m.png,3
train_00139_m.png,0
train_00140_m.png,1
train_00141_m.png,5
train_00142_m.png,3
train_00143_m.png,4
train_00144_m.png,1
train_00145_m.png,0
train_00146_m.png,5
train_00147_m.png,0
train_00148_m.png,1
train_00149_m.png,4
train_00150_m.png,1
train_00151_m.png,0
train_00152_m.png,3
train_00153_m.png,0
train_00154_m.png,1
